שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
ספר שקל הקדש.txt,אוצריא/קבלה/רבי משה בן שם טוב די ליאון/ספר שקל הקדש.txt,OnYourWay,177
כתבי הרמבם.txt,אוצריא/מחשבת ישראל/ראשונים/כתבי הרמבם.txt,OnYourWay,694
גמרא נוחה מסכת הוריות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת הוריות.txt,Orayta,915
גמרא נוחה מסכת זבחים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת זבחים.txt,Orayta,5372
גמרא נוחה מסכת עבודה זרה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת עבודה זרה.txt,Orayta,3712
גמרא נוחה מסכת גיטין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת גיטין.txt,Orayta,4724
גמרא נוחה מסכת מעילה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מעילה.txt,Orayta,821
גמרא נוחה מסכת תמורה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת תמורה.txt,Orayta,883
גמרא נוחה מסכת חולין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת חולין.txt,Orayta,6087
גמרא נוחה מסכת כתובות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת כתובות.txt,Orayta,5274
גמרא נוחה מסכת פסחים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת פסחים.txt,Orayta,5750
גמרא נוחה מסכת מגילה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מגילה.txt,Orayta,2255
גמרא נוחה מסכת ביצה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ביצה.txt,Orayta,1833
גמרא נוחה מסכת בכורות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בכורות.txt,Orayta,2729
גמרא נוחה מסכת ערכין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ערכין.txt,Orayta,2073
גמרא נוחה מסכת נדרים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת נדרים.txt,Orayta,991
גמרא נוחה מסכת סוטה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת סוטה.txt,Orayta,3017
גמרא נוחה מסכת עירובין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת עירובין.txt,Orayta,4836
גמרא נוחה מסכת מועד קטן.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מועד קטן.txt,Orayta,1708
גמרא נוחה מסכת יומא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת יומא.txt,Orayta,1475
גמרא נוחה מסכת נדה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת נדה.txt,Orayta,4112
גמרא נוחה מסכת סוכה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת סוכה.txt,Orayta,2558
גמרא נוחה מסכת בבא מציעא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בבא מציעא.txt,Orayta,6065
גמרא נוחה מסכת ראש השנה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ראש השנה.txt,Orayta,1780
גמרא נוחה מסכת יבמות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת יבמות.txt,Orayta,6548
גמרא נוחה מסכת ברכות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ברכות.txt,Orayta,4388
גמרא נוחה מסכת מנחות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מנחות.txt,Orayta,4801
גמרא נוחה מסכת תענית.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת תענית.txt,Orayta,1757
גמרא נוחה מסכת קידושין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת קידושין.txt,Orayta,4212
גמרא נוחה מסכת תמיד.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת תמיד.txt,Orayta,509
גמרא נוחה מסכת בבא קמא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בבא קמא.txt,Orayta,5833
גמרא נוחה מסכת שבת.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת שבת.txt,Orayta,5105
גמרא נוחה מסכת סנהדרין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת סנהדרין.txt,Orayta,6524
גמרא נוחה מסכת מכות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מכות.txt,Orayta,1417
גמרא נוחה מסכת בבא בתרא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בבא בתרא.txt,Orayta,6652
גמרא נוחה מסכת נזיר.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת נזיר.txt,Orayta,2414
גמרא נוחה מסכת חגיגה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת חגיגה.txt,Orayta,1322
גמרא נוחה כריתות פרק ראשון שלשים ושש כריתות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה כריתות פרק ראשון שלשים ושש כריתות.txt,Orayta,21
קיצור שע ילקוט יוסף החדש - חושן משפט.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - חושן משפט.txt,Orayta,732
קיצור שע ילקוט יוסף החדש - אבן העזר.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אבן העזר.txt,Orayta,1186
קיצור שע ילקוט יוסף החדש - אורח חיים.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אורח חיים.txt,Orayta,19287
קיצור שע ילקוט יוסף החדש - יורה דעה.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - יורה דעה.txt,Orayta,8637
הזוהר המתורגם - ויקרא.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - ויקרא.txt,Orayta,3801
הזוהר המתורגם - זוהר חדש.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - זוהר חדש.txt,Orayta,7947
הזוהר המתורגם - תיקוני הזוהר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - תיקוני הזוהר.txt,Orayta,3840
הזוהר המתורגם - שמות.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - שמות.txt,Orayta,9534
הזוהר המתורגם - במדבר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - במדבר.txt,Orayta,4154
הזוהר המתורגם - דברים.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - דברים.txt,Orayta,1435
הזוהר המתורגם - בראשית.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - בראשית.txt,Orayta,8994
הזוהר המתורגם - הקדמה.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - הקדמה.txt,Orayta,537
כללי ספר מלחמות משה.txt,אוצריא/קבלה/רמחל/כללי ספר מלחמות משה.txt,Orayta,66
ספר דרך חכמה.txt,אוצריא/קבלה/רמחל/ספר דרך חכמה.txt,Orayta,28
כללות שרשי החכמה.txt,אוצריא/קבלה/רמחל/כללות שרשי החכמה.txt,Orayta,18
כללי מאמר החכמה.txt,אוצריא/קבלה/רמחל/כללי מאמר החכמה.txt,Orayta,55
דברי תורה בשם המגיד לרמחל.txt,אוצריא/קבלה/רמחל/דברי תורה בשם המגיד לרמחל.txt,Orayta,29
ספר קנאת ה' צבאות.txt,אוצריא/קבלה/רמחל/ספר קנאת ה' צבאות.txt,Orayta,278
תפלות לפנות המרכבה.txt,אוצריא/קבלה/רמחל/תפלות לפנות המרכבה.txt,Orayta,131
חק לישראל - דברים.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - דברים.txt,Orayta,2368
חק לישראל - ויקרא.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - ויקרא.txt,Orayta,2187
חק לישראל - שמות.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - שמות.txt,Orayta,2590
חק לישראל - בראשית.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - בראשית.txt,Orayta,2929
חק לישראל - במדבר.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - במדבר.txt,Orayta,2258
דברי יואל על המועדים.txt,אוצריא/חסידות/סאטמר/דברי יואל על המועדים.txt,Tashma,19912
דברי יואל על התורה.txt,אוצריא/חסידות/סאטמר/דברי יואל על התורה.txt,Tashma,17411
צלח על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על זבחים.txt,sefaria,42
צלח על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על שבת.txt,sefaria,669
צלח על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על תענית.txt,sefaria,6
צלח על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על מנחות.txt,sefaria,39
צלח על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על ברכות.txt,sefaria,1054
צלח על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על חגיגה.txt,sefaria,63
צלח על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על מגילה.txt,sefaria,37
צלח על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על חולין.txt,sefaria,943
צלח על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על ראש השנה.txt,sefaria,57
צלח על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על עירובין.txt,sefaria,61
מאירי על תהלים.txt,אוצריא/תנך/ראשונים/מאירי על תהלים/מאירי על תהלים.txt,sefaria,4859
מראות הצובאות על שופטים.txt,אוצריא/תנך/אחרונים/אלשיך/נביאים/מראות הצובאות על שופטים/מראות הצובאות על שופטים.txt,sefaria,287
מראות הצובאות על שמואל ב.txt,אוצריא/תנך/אחרונים/אלשיך/נביאים/מראות הצובאות על שמואל ב/מראות הצובאות על שמואל ב.txt,sefaria,424
מראות הצובאות על מלכים א.txt,אוצריא/תנך/אחרונים/אלשיך/נביאים/מראות הצובאות על מלכים א/מראות הצובאות על מלכים א.txt,sefaria,310
מראות הצובאות על יהושע.txt,אוצריא/תנך/אחרונים/אלשיך/נביאים/מראות הצובאות על יהושע/מראות הצובאות על יהושע.txt,sefaria,317
מראות הצובאות על שמואל א.txt,אוצריא/תנך/אחרונים/אלשיך/נביאים/מראות הצובאות על שמואל א/מראות הצובאות על שמואל א.txt,sefaria,623
מראות הצובאות על מלכים ב.txt,אוצריא/תנך/אחרונים/אלשיך/נביאים/מראות הצובאות על מלכים ב/מראות הצובאות על מלכים ב.txt,sefaria,142
עוד יוסף חי; דרשות.txt,אוצריא/תנך/אחרונים/עוד יוסף חי; דרשות/עוד יוסף חי; דרשות.txt,sefaria,2115
דברי דוד על רש״י.txt,אוצריא/תנך/אחרונים/דברי דוד/דברי דוד על רש״י/דברי דוד על רש״י.txt,sefaria,3025
הערות על כלי חמדה על התורה.txt,אוצריא/תנך/אחרונים/כלי חמדה על התורה/הערות על כלי חמדה על התורה.txt,sefaria,1
כלי חמדה על התורה.txt,אוצריא/תנך/אחרונים/כלי חמדה על התורה/כלי חמדה על התורה.txt,sefaria,4102
"אור לישרים על תלמוד ירושלמי, מסכת יומא.txt","אוצריא/תלמוד ירושלמי/מפרשים/אור לישרים על תלמוד ירושלמי, מסכת יומא.txt",sefaria,3012
יערות דבש חלק א.txt,אוצריא/ספרי מוסר/אחרונים/יערות דבש חלק א/יערות דבש חלק א.txt,sefaria,239
יערות דבש חלק ב.txt,אוצריא/ספרי מוסר/אחרונים/יערות דבש חלק ב/יערות דבש חלק ב.txt,sefaria,1330
מדרש בחדוש על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/מדרש בחדוש על הגדה של פסח/מדרש בחדוש על הגדה של פסח.txt,sefaria,257
טעבעלה באנדי על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/טעבעלה באנדי על הגדה של פסח/טעבעלה באנדי על הגדה של פסח.txt,sefaria,144
קונטרס ההתפעלות.txt,אוצריא/חסידות/חבד/קונטרס ההתפעלות/קונטרס ההתפעלות.txt,sefaria,958
עוד יוסף חי; הלכות.txt,אוצריא/הלכה/אחרונים/עוד יוסף חי; הלכות/עוד יוסף חי; הלכות.txt,sefaria,1455
פרי מגדים על אורח חיים.txt,אוצריא/הלכה/שולחן ערוך/מפרשים/פרי מגדים/פרי מגדים על אורח חיים.txt,sefaria,23163
פרי מגדים על אורח חיים.txt,אוצריא/הלכה/שולחן ערוך/פרי מגדים על אורח חיים/פרי מגדים על אורח חיים.txt,sefaria,23163
הערות על השפעה; הלימוד המרכזי של הקבלה.txt,אוצריא/קבלה/בעל הסולם/השפעה; הלימוד המרכזי של הקבלה/הערות על השפעה; הלימוד המרכזי של הקבלה.txt,sefaria,3
השפעה; הלימוד המרכזי של הקבלה.txt,אוצריא/קבלה/בעל הסולם/השפעה; הלימוד המרכזי של הקבלה/השפעה; הלימוד המרכזי של הקבלה.txt,sefaria,141
"משנת ארץ ישראל, מבוא.txt","אוצריא/משנה/מחברי זמננו/משנת ארץ ישראל/משנת ארץ ישראל, מבוא/משנת ארץ ישראל, מבוא.txt",sefaria,805
"הערות על משנת ארץ ישראל, מבוא.txt","אוצריא/משנה/מחברי זמננו/משנת ארץ ישראל/משנת ארץ ישראל, מבוא/הערות על משנת ארץ ישראל, מבוא.txt",sefaria,359
ספר המליצה.txt,אוצריא/מחשבת ישראל/אחרונים/ספר המליצה.txt,sefaria,113
חידושי הראבד על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/חידושי הראבד על עבודה זרה.txt,MoreBooks,586
תלמידי רבנו יונה על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/תלמידי רבנו יונה על עבודה זרה.txt,MoreBooks,389
חידושי הראה על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/חידושי הראה על עבודה זרה.txt,MoreBooks,285
רבינו יהונתן מלוניל על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/רבינו יהונתן מלוניל על עבודה זרה.txt,MoreBooks,263
קובץ שיטות קמאי על יומא.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על יומא.txt,MoreBooks,7560
קובץ שיטות קמאי על מגילה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על מגילה.txt,MoreBooks,7707
קובץ שיטות קמאי על פסחים.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על פסחים.txt,MoreBooks,25353
קובץ שיטות קמאי על תענית.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על תענית.txt,MoreBooks,5089
קובץ שיטות קמאי על חגיגה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על חגיגה.txt,MoreBooks,1496
קובץ שיטות קמאי על שבת.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על שבת.txt,MoreBooks,29308
קובץ שיטות קמאי על ראש השנה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על ראש השנה.txt,MoreBooks,6239
קובץ שיטות קמאי על סוכה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על סוכה.txt,MoreBooks,9735
קובץ שיטות קמאי על ביצה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על ביצה.txt,MoreBooks,5592
קובץ שיטות קמאי על עירובין.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על עירובין.txt,MoreBooks,14731
קובץ שיטות קמאי על מועד קטן.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר מועד/קובץ שיטות קמאי על מועד קטן.txt,MoreBooks,9231
קובץ שיטות קמאי על נדה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר טהרות/קובץ שיטות קמאי על נדה.txt,MoreBooks,10269
קובץ שיטות קמאי על ברכות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר זרעים/קובץ שיטות קמאי על ברכות.txt,MoreBooks,19766
קובץ שיטות קמאי על הוריות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על הוריות.txt,MoreBooks,663
קובץ שיטות קמאי על בבא בתרא.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על בבא בתרא.txt,MoreBooks,33170
קובץ שיטות קמאי על בבא מציעא.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על בבא מציעא.txt,MoreBooks,22471
קובץ שיטות קמאי על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על עבודה זרה.txt,MoreBooks,21075
קובץ שיטות קמאי על בבא קמא.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על בבא קמא.txt,MoreBooks,16516
קובץ שיטות קמאי על סנהדרין.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על סנהדרין.txt,MoreBooks,15267
קובץ שיטות קמאי על מכות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על מכות.txt,MoreBooks,3717
קובץ שיטות קמאי על שבועות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נזיקין/קובץ שיטות קמאי על שבועות.txt,MoreBooks,7829
קובץ שיטות קמאי על סוטה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על סוטה.txt,MoreBooks,3860
קובץ שיטות קמאי על קידושין.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על קידושין.txt,MoreBooks,18844
קובץ שיטות קמאי על כתובות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על כתובות.txt,MoreBooks,24897
קובץ שיטות קמאי על נדרים.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על נדרים.txt,MoreBooks,8460
קובץ שיטות קמאי על יבמות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על יבמות.txt,MoreBooks,21164
קובץ שיטות קמאי על נזיר.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על נזיר.txt,MoreBooks,5528
קובץ שיטות קמאי על גיטין.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר נשים/קובץ שיטות קמאי על גיטין.txt,MoreBooks,13910
קובץ שיטות קמאי על מעילה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על מעילה.txt,MoreBooks,2694
קובץ שיטות קמאי על חולין.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על חולין.txt,MoreBooks,31360
קובץ שיטות קמאי על קנים.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על קנים.txt,MoreBooks,411
קובץ שיטות קמאי על ערכין.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על ערכין.txt,MoreBooks,8093
קובץ שיטות קמאי על כריתות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על כריתות.txt,MoreBooks,6301
קובץ שיטות קמאי על תמורה.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על תמורה.txt,MoreBooks,5491
קובץ שיטות קמאי על תמיד.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על תמיד.txt,MoreBooks,1921
קובץ שיטות קמאי על מדות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על מדות.txt,MoreBooks,863
קובץ שיטות קמאי על בכורות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על בכורות.txt,MoreBooks,17165
חדושי הראה על ברכות.txt,אוצריא/תלמוד בבלי/ראשונים/חדושי הראה/חדושי הראה על ברכות.txt,MoreBooks,818
פירוש רבינו ישמעאל בן חכמון על עירובין.txt,אוצריא/תלמוד בבלי/ראשונים/ספרים מתוך קובץ שיטות קמאי/פירוש רבינו ישמעאל בן חכמון על עירובין.txt,MoreBooks,476
רבינו חננאל בן שמואל על עירובין.txt,אוצריא/תלמוד בבלי/ראשונים/ספרים מתוך קובץ שיטות קמאי/רבינו חננאל בן שמואל על עירובין.txt,MoreBooks,456
